#curie_map:
#  skos: "http://www.w3.org/2004/02/skos/core#"
#  sssom: "https://w3id.org/sssom/"
#  semapv: "https://w3id.org/semapv/vocab/"
#  dcterms: "http://purl.org/dc/terms/"
#
#mapping_set_id: https://w3id.org/valuesets/mappings/ai_risk_crosswalk
#mapping_set_title: AI Risk Taxonomy Crosswalk
#mapping_set_description: >-
#  Crosswalk between the AI risk taxonomies encoded in
#  src/valuesets/schema/ai_governance/ - Weidinger et al. (2022), the MIT AI Risk
#  Repository Domain Taxonomy, the content harm categories, and the Jigsaw
#  toxicity label set. Generated from mapping annotations declared inline on the
#  permissible values; do not edit by hand, edit the schemas and regenerate with
#  scripts/generate_ai_risk_sssom.py.
#license: https://creativecommons.org/publicdomain/zero/1.0/
#creator_id: https://github.com/linkml/valuesets
#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_tool	confidence	subject_type	object_type	comment
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.FACILITATING_FRAUD_SCAMS_AND_TARGETED_MANIPULATION	FACILITATING_FRAUD_SCAMS_AND_TARGETED_MANIPULATION	skos:closeMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.FRAUD_SCAMS_AND_TARGETED_MANIPULATION	Fraud, scams, and targeted manipulation	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 4.3
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.ILLEGITIMATE_SURVEILLANCE_AND_CENSORSHIP	ILLEGITIMATE_SURVEILLANCE_AND_CENSORSHIP	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.DISINFORMATION_SURVEILLANCE_AND_INFLUENCE_AT_SCALE	Disinformation, surveillance, and influence at scale	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 4.1
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.PROMOTING_HARMFUL_STEREOTYPES_BY_IMPLYING_GENDER_OR_ETHNIC_IDENTITY	PROMOTING_HARMFUL_STEREOTYPES_BY_IMPLYING_GENDER_OR_ETHNIC_IDENTITY	skos:relatedMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.UNFAIR_DISCRIMINATION_AND_MISREPRESENTATION	Unfair discrimination and misrepresentation	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.1
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.ANTHROPOMORPHISING_SYSTEMS_LEADING_TO_OVERRELIANCE_OR_UNSAFE_USE	ANTHROPOMORPHISING_SYSTEMS_LEADING_TO_OVERRELIANCE_OR_UNSAFE_USE	skos:closeMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.OVERRELIANCE_AND_UNSAFE_USE	Overreliance and unsafe use	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 5.1
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.EXPLOITING_USER_TRUST_TO_ACCESS_PRIVATE_INFORMATION	EXPLOITING_USER_TRUST_TO_ACCESS_PRIVATE_INFORMATION	skos:relatedMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.COMPROMISE_OF_PRIVACY	Compromise of privacy by obtaining, leaking, or correctly inferring sensitive information	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 2.1
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.HUMAN_LIKE_INTERACTION_AMPLIFYING_NUDGING_DECEPTION_OR_MANIPULATION	HUMAN_LIKE_INTERACTION_AMPLIFYING_NUDGING_DECEPTION_OR_MANIPULATION	skos:relatedMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.LOSS_OF_HUMAN_AGENCY_AND_AUTONOMY	Loss of human agency and autonomy	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 5.2
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.ENVIRONMENTAL_HARMS_FROM_OPERATING_LMS	ENVIRONMENTAL_HARMS_FROM_OPERATING_LMS	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.ENVIRONMENTAL_HARM	Environmental harm	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 6.6
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.INCREASING_INEQUALITY_AND_NEGATIVE_EFFECTS_ON_JOB_QUALITY	INCREASING_INEQUALITY_AND_NEGATIVE_EFFECTS_ON_JOB_QUALITY	skos:closeMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.INCREASED_INEQUALITY_AND_DECLINE_IN_EMPLOYMENT_QUALITY	Increased inequality and decline in employment quality	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 6.2
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.UNDERMINING_CREATIVE_ECONOMIES	UNDERMINING_CREATIVE_ECONOMIES	skos:closeMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.ECONOMIC_AND_CULTURAL_DEVALUATION_OF_HUMAN_EFFORT	Economic and cultural devaluation of human effort	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 6.3
https://w3id.org/valuesets/ai_governance/weidinger_lm_risks/:WeidingerLMRiskEnum.DISPARATE_ACCESS_TO_BENEFITS_DUE_TO_HARDWARE_SOFTWARE_SKILL_CONSTRAINTS	DISPARATE_ACCESS_TO_BENEFITS_DUE_TO_HARDWARE_SOFTWARE_SKILL_CONSTRAINTS	skos:relatedMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.POWER_CENTRALIZATION_AND_UNFAIR_DISTRIBUTION_OF_BENEFITS	Power centralization and unfair distribution of benefits	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/weidinger_lm_risks	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 6.1
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.HATEFUL_CONTENT	HATEFUL_CONTENT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.IDENTITY_BASED_HATE	IDENTITY_BASED_HATE	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.DEMEANING_STEREOTYPING	DEMEANING_STEREOTYPING	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.UNFAIR_DISCRIMINATION_AND_MISREPRESENTATION	Unfair discrimination and misrepresentation	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.1
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.EXCLUSIONARY_LANGUAGE	EXCLUSIONARY_LANGUAGE	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.UNFAIR_DISCRIMINATION_AND_MISREPRESENTATION	Unfair discrimination and misrepresentation	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.1
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.HARASSMENT_AND_ABUSE	HARASSMENT_AND_ABUSE	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.INSULT	INSULT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.THREAT	THREAT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.SEXUAL_HARASSMENT	SEXUAL_HARASSMENT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.DOXXING	DOXXING	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.COMPROMISE_OF_PRIVACY	Compromise of privacy by obtaining, leaking, or correctly inferring sensitive information	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 2.1
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.VIOLENT_CONTENT	VIOLENT_CONTENT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.GRAPHIC_VIOLENCE	GRAPHIC_VIOLENCE	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.INCITEMENT_TO_VIOLENCE	INCITEMENT_TO_VIOLENCE	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.VIOLENT_EXTREMISM	VIOLENT_EXTREMISM	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.SEXUAL_CONTENT	SEXUAL_CONTENT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.ADULT_SEXUAL_CONTENT	ADULT_SEXUAL_CONTENT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.NON_CONSENSUAL_INTIMATE_IMAGERY	NON_CONSENSUAL_INTIMATE_IMAGERY	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.FRAUD_SCAMS_AND_TARGETED_MANIPULATION	Fraud, scams, and targeted manipulation	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 4.3
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.CHILD_SEXUAL_ABUSE_MATERIAL	CHILD_SEXUAL_ABUSE_MATERIAL	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.SELF_HARM_CONTENT	SELF_HARM_CONTENT	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.SUICIDE_AND_SELF_HARM_PROMOTION	SUICIDE_AND_SELF_HARM_PROMOTION	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.DISORDERED_EATING_PROMOTION	DISORDERED_EATING_PROMOTION	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.EXPOSURE_TO_TOXIC_CONTENT	Exposure to toxic content	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 1.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.DANGEROUS_FACILITATION	DANGEROUS_FACILITATION	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.CYBERATTACKS_WEAPON_DEVELOPMENT_OR_USE_AND_MASS_HARM	Cyberattacks, weapon development or use, and mass harm	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 4.2
https://w3id.org/valuesets/ai_governance/content_harms/:ContentHarmCategoryEnum.DANGEROUS_MEDICAL_ADVICE	DANGEROUS_MEDICAL_ADVICE	skos:narrowMatch	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository/:MITAIRiskDomainEnum.FALSE_OR_MISLEADING_INFORMATION	False or misleading information	semapv:ManualMappingCuration	https://w3id.org/valuesets/ai_governance/content_harms	https://w3id.org/valuesets/ai_governance/mit_ai_risk_repository	linkml-valuesets		enum_value	enum_value	MIT AI Risk Repository subdomain 3.1
